"Record ID","Item type","Content type","ISSN","Languages","Library of Congress classifications","Dewey classifications","Title","Other titles","Creators/Contributors","Publisher","Country of publication","Journal","Publication frequency","Year","Volume","Part/Number","Issue","Supplement","Season/Month","Start page","End page","Citation","British Library shelfmark"
"(Uk)EN029615500","article","text","0031-0182","","QE500","560.45","In search of regional palaeoclimates: Australia, 18,000 yr BP","","Hubbard, N. N.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","116","3/4","","","","167","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 116(3/4), 167. (1995)","6343.450000"
"(Uk)EN029615512","article","text","0031-0182","","QE500","560.45","Facies variations across the Middle-Upper Jurassic boundary in Western Europe and the relationship to sea-level changes","","Hallam, A. ; Norris, M. S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","116","3/4","","","","189","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 116(3/4), 189. (1995)","6343.450000"
"(Uk)EN029615524","article","text","0031-0182","","QE500","560.45","Growth-ring analysis of Early Tertiary conifer woods from the Canadian High Arctic and its paleoclimatic interpretation","","Hayashi, K. ; Kojima, S. ; Kumagai, H. ; Sweda, T.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","116","3/4","","","","247","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 116(3/4), 247. (1995)","6343.450000"
"(Uk)EN029615536","article","text","0031-0182","","QE500","560.45","Taphonomy of two non-marine Lower Cretaceous bone accumulations from southeastern England","","Cook, E.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","116","3/4","","","","263","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 116(3/4), 263. (1995)","6343.450000"
"(Uk)EN029615548","book review","text","0031-0182","","QE500","560.45","Solifluction and Climatic Variation in the Holocene by B. Frenzel (Editor)","","Wheeler, A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","116","3/4","","","","271","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 116(3/4), 271. (1995)","6343.450000"
"(Uk)EN029615550","article","text","0031-0182","","QE500","560.45","Palaeoclimates and their Modelling by J.R.L. Allen et al","","Briden, J. C.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","116","3/4","","","","272","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 116(3/4), 272. (1995)","6343.450000"
"(Uk)EN029615561","article","text","0031-0182","","QE500","560.45","Sedimentation of Organic Particles by A. Traverse","","Heusser, C. J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","116","3/4","","","","274","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 116(3/4), 274. (1995)","6343.450000"
"(Uk)EN029615573","article","text","0031-0182","","QE500","560.45","Quaternary Insects and Their Environments by S.A. Elias","","Boecher, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","116","3/4","","","","275","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 116(3/4), 275. (1995)","6343.450000"
"(Uk)EN030148757","article","text","0251-1223","","QH301","560","Responses of four Desert plant species to Water regimes","","Al-Farraj, M. M.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","63","","GEOBIOS -JODHPUR 22(2/3), 63. (1995)","4116.901500"
"(Uk)EN030148769","article","text","0251-1223","","QH301","560","Biochemistry of Senescence and Pathogenesis in a C₃ plant","","Ahmed John, S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","67","","GEOBIOS -JODHPUR 22(2/3), 67. (1995)","4116.901500"
"(Uk)EN030148770","article","text","0251-1223","","QH301","560","Effect of Vanadium on Phosphatases and Transaminases in certain organs of Clarias batrachus (Linn.)","","Gupta, S. ; Rai, V.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","71","","GEOBIOS -JODHPUR 22(2/3), 71. (1995)","4116.901500"
"(Uk)EN030148782","article","text","0251-1223","","QH301","560","Steroid Pretreatment Effects on some Inorganic Components of Maize plants","","Dogra, R. ; Thukral, A. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","78","","GEOBIOS -JODHPUR 22(2/3), 78. (1995)","4116.901500"
"(Uk)EN030148794","article","text","0251-1223","","QH301","560","Quantitative structural grouping of Helminth and Acanthocephalan Parasites in Perdicula asiatica","","Balamani Sreenivsa Rao, B.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","83","","GEOBIOS -JODHPUR 22(2/3), 83. (1995)","4116.901500"
"(Uk)EN030148800","article","text","0251-1223","","QH301","560","Antifungal activities of flavonol glycosides","","Ganesan, T. ; Seetharaman, T. R. ; Thirunarayanan, S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","87","","GEOBIOS -JODHPUR 22(2/3), 87. (1995)","4116.901500"
"(Uk)EN030148812","article","text","0251-1223","","QH301","560","Effect of magnesium on Quercus serrata in Relation to Oak-Tasar Silkworm (Antheraea proylei J.)","","Ghosh, M. K. ; Srivastava, R. C.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","89","","GEOBIOS -JODHPUR 22(2/3), 89. (1995)","4116.901500"
"(Uk)EN030148824","book review","text","0251-1223","","QH301","560","Oxygen consumption in freshwater carb, Barytelphusa querini (Milne Edwards) in relation to Monocrotophos toxicity","","Venkatachari, S. A. T. ; Venkateshwarlu, M.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","96","","GEOBIOS -JODHPUR 22(2/3), 96. (1995)","4116.901500"
"(Uk)EN030148836","article","text","0251-1223","","QH301","560","Histopathological investigations on the Bacterial Gill disease in Cirrhinus mrigala (Ham.)","","Prasad, Y. ; Qureshi, T. A.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","100","","GEOBIOS -JODHPUR 22(2/3), 100. (1995)","4116.901500"
"(Uk)EN030148848","article","text","0251-1223","","QH301","560","Effect of different forms of Nitrogen fertilizers on Organic metabolism in Capsicum varieties","","Dixit, G. B. ; Phulari, S. S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","103","","GEOBIOS -JODHPUR 22(2/3), 103. (1995)","4116.901500"
"(Uk)EN030148850","article","text","0251-1223","","QH301","560","Studies on the Digestive Enzymes of Indian insectivorous Bat, Rhinopoma microphyllum (Hardwicki)","","Sheoran, V.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","112","","GEOBIOS -JODHPUR 22(2/3), 112. (1995)","4116.901500"
"(Uk)EN030148861","article","text","0251-1223","","QH301","560","Variation in Ascorbic acid in Gonads, Hepatopancreas and Haemolymph of Barytelphusa guerini during annual reproductive cycle","","Mathur, S. ; Vasantha, N.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","117","","GEOBIOS -JODHPUR 22(2/3), 117. (1995)","4116.901500"
"(Uk)EN030148873","article","text","0251-1223","","QH301","560","Crude oil utilization by fungi isolated from the soil of industrial Yanbu City, Saudi Arabia","","Hashem, A. R.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","121","","GEOBIOS -JODHPUR 22(2/3), 121. (1995)","4116.901500"
"(Uk)EN030148885","article","text","0251-1223","","QH301","560","Response of skeletal Muscle Protein and Nucleic acid levels to Thyroxine in Sarotherodon mossambica (Peters)","","Sunitha Devi, G. ; Vijayaraghavan, S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","125","","GEOBIOS -JODHPUR 22(2/3), 125. (1995)","4116.901500"
"(Uk)EN030148897","article","text","0251-1223","","QH301","560","Diurnal migration of Zooplanktonic Organisms in a Fish-Pond of Patna, Bihar","","Das, N. K. ; Sharma, G. ; Singh, M. ; Sinha, R. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","130","","GEOBIOS -JODHPUR 22(2/3), 130. (1995)","4116.901500"
"(Uk)EN030148903","article","text","0251-1223","","QH301","560","Effect of Manganese and Zinc on the growth of Alternaria alternata isolated from Saudi Arabian soil","","Al-Sohaibani, S. A. ; Hashem, A. R.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","135","","GEOBIOS -JODHPUR 22(2/3), 135. (1995)","4116.901500"
"(Uk)EN030148915","article","text","0251-1223","","QH301","560","Effect of effluents on Lipid content of Oscillatoria pseudogeminata var. unigranulata Biswas","","Manoharan, C. ; Subramanian, G.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","141","","GEOBIOS -JODHPUR 22(2/3), 141. (1995)","4116.901500"
"(Uk)EN030148927","article","text","0251-1223","","QH301","560","Agronomic potentials of Doubled Haploid Rice: Grain yield and Seed protein content","","Maury, A. N. ; Sharma, M.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","143","","GEOBIOS -JODHPUR 22(2/3), 143. (1995)","4116.901500"
"(Uk)EN030148939","article","text","0251-1223","","QH301","560","Effect of Prosopis juliflora (Sw) Dc. extracts on root and shoot growth of Bajra Seedlings","","Kotiwar, O. S. ; Mahesh Kumar, R. ; Pandit, B. R.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","145","","GEOBIOS -JODHPUR 22(2/3), 145. (1995)","4116.901500"
"(Uk)EN030148940","article","text","0251-1223","","QH301","560","Fluoride Distribution in Harbour waters of Visakhapatnam Bay of Bengal","","Panigrahy, P. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","149","","GEOBIOS -JODHPUR 22(2/3), 149. (1995)","4116.901500"
"(Uk)EN030148952","article","text","0251-1223","","QH301","560","Activity of Peroxidase, Polyphanol oxidase and Nucleic acids in Parmelia incurva","","Ahmed Shaikh, S. W. ; Jite, P. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","151","","GEOBIOS -JODHPUR 22(2/3), 151. (1995)","4116.901500"
"(Uk)EN030148964","article","text","0251-1223","","QH301","560","Toxic effects of Arsenic on seed Germination and Seedling growth of Horsegram (Dolichos biflorus(L.))","","Hota, S. ; Nanda, I. P. ; Panda, R. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","153","","GEOBIOS -JODHPUR 22(2/3), 153. (1995)","4116.901500"
"(Uk)EN030148976","article","text","0251-1223","","QH301","560","Allelopathic competition in seed Germination","","Prasad, H.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1995","22","2/3","","","","155","","GEOBIOS -JODHPUR 22(2/3), 155. (1995)","4116.901500"
"(Uk)EN030527343","article","text","0031-0182","","QE500","560.45","Carbonate deposition, Pyramid Lake subbasin, Nevada: 2. Lake levels and polar jet stream positions reconstructed from radiocarbon ages and elevations of carbonates (tufas) deposited in the Lahontan basin","","Benson, L. ; Kashgarian, M. ; Rubin, M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","1/2","","","","1","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(1/2), 1. (1995)","6343.450000"
"(Uk)EN030527355","article","text","0031-0182","","QE500","560.45","Diatom-based transfer functions for inferring past hydrochemical characteristics of African lakes","","Gasse, F. ; Juggins, S. ; Khelifa, L. B.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","1/2","","","","31","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(1/2), 31. (1995)","6343.450000"
"(Uk)EN030527367","article","text","0031-0182","","QE500","560.45","A 135,000-year record of vegetational and climatic change from the Bandung area, West-Java, Indonesia","","Dam, M. A. C. ; Van der Kaars, W. A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","1/2","","","","55","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(1/2), 55. (1995)","6343.450000"
"(Uk)EN030527379","article","text","0031-0182","","QE500","560.45","A cooling event during the Younger Dryas Chron in Costa Rica","","Hooghiemstra, H. ; Islebe, G. A. ; Van der Borg, K.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","1/2","","","","73","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(1/2), 73. (1995)","6343.450000"
"(Uk)EN030527380","article","text","0031-0182","","QE500","560.45","Changing fluvial environments across the Permian-Triassic boundary in the Karoo Basin, South Africa and possible causes of tetrapod extinctions","","Smith, R. M. H.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","1/2","","","","81","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(1/2), 81. (1995)","6343.450000"
"(Uk)EN030527392","article","text","0031-0182","","QE500","560.45","Vegetation change in a climatic cycle of Early Pleistocene age in the Leffe Basin (Northern Italy)","","Ravazzi, C. ; Strick, M. R.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","1/2","","","","105","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(1/2), 105. (1995)","6343.450000"
"(Uk)EN030527409","article","text","0031-0182","","QE500","560.45","Hudson Bay-Hudson Strait joekulhlaups and Heinrich events: a hypothesis","","Johnson, R. G. ; Lauritzen, S.-E.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","1/2","","","","123","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(1/2), 123. (1995)","6343.450000"
"(Uk)EN030527410","article","text","0031-0182","","QE500","560.45","Marine-continental magnetobiostratigraphic correlation of the Dolomys subzone (middle of Late Ruscinian): implications for the Late Ruscinian age","","Aguirre, J. ; Agusti, J. ; Castillo, C. ; Ferriz, F. J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","1/2","","","","139","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(1/2), 139. (1995)","6343.450000"
"(Uk)EN030795994","article","text","0031-0182","","QE500","560.45","Stratigraphy, sedimentology, chronology and palaeohydrology of Quaternary lacustrine deposits at Madigan Gulf, Lake Eyre, South Australia","Arid-Zone Palaeoenvironments","Bowler, J. M. ; Chivas, A. R. ; Magee, J. W. ; Miller, G. H. ; Williams, D. L. G.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","113","1","","","","3","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 113(1), 3. (1995)","6343.450000"
"(Uk)EN030796007","article","text","0031-0182","","QE500","560.45","Lake Greenly, Eyre Peninsula, South Australia: sedimentology, palaeoclimatic and palaeohydrologic cycles","Arid-Zone Palaeoenvironments","Chivas, A. R. ; Dutkiewicz, A. ; Von der Borch, C. C.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","113","1","","","","43","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 113(1), 43. (1995)","6343.450000"
"(Uk)EN030796019","article","text","0031-0182","","QE500","560.45","A Late Pleistocene and Holocene pollen record from Lake Terang, Western Plains of Victoria, Australia","Arid-Zone Palaeoenvironments","Chivas, A. R. ; D'Costa, D. M. ; Kershaw, A. P.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","113","1","","","","57","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 113(1), 57. (1995)","6343.450000"
"(Uk)EN030796020","article","text","0031-0182","","QE500","560.45","Geomorphology, stratigraphy and thermoluminescence dating of the lunette dune at Lake Victoria, western New South Wales","Arid-Zone Palaeoenvironments","Chen, X. Y. ; Chivas, A. R.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","113","1","","","","69","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 113(1), 69. (1995)","6343.450000"
"(Uk)EN030796032","article","text","0031-0182","","QE500","560.45","Aeolian and fluvial evidence of changing climate and wind patterns during the past 100 ka in the western Simpson Desert, Australia","Arid-Zone Palaeoenvironments","Chen, X. Y. ; Chivas, A. R. ; Nanson, G. C. ; Price, D. M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","113","1","","","","87","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 113(1), 87. (1995)","6343.450000"
"(Uk)EN030796044","article","text","0031-0182","","QE500","560.45","Strontium and carbon isotope tracers and the origins of soil carbonate in South Australia and Victoria","Arid-Zone Palaeoenvironments","Chivas, A. R. ; McCulloch, M. T. ; Quade, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","113","1","","","","103","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 113(1), 103. (1995)","6343.450000"
"(Uk)EN030796056","article","text","0031-0182","","QE500","560.45","Surface features of sand grains from the Australian Continental Dunefield","Arid-Zone Palaeoenvironments","Chivas, A. R. ; Pell, S. D.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","113","1","","","","119","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 113(1), 119. (1995)","6343.450000"
"(Uk)EN030867804","article","text","0094-8373","","QE701","560","The K/T Trial","","Ward, P.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","245","","PALEOBIOLOGY -CHICAGO 21(3), 245. (1995)","6345.280000"
"(Uk)EN030867816","article","text","0094-8373","","QE701","560","Testing evolutionary constraint hypotheses with early Paleozoic gastropods","","Wagner, P. J.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","248","","PALEOBIOLOGY -CHICAGO 21(3), 248. (1995)","6345.280000"
"(Uk)EN030867828","article","text","0094-8373","","QE701","560","Morphological diversification of Paleozoic crinoids","","Foote, M.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","273","","PALEOBIOLOGY -CHICAGO 21(3), 273. (1995)","6345.280000"
"(Uk)EN030867830","article","text","0094-8373","","QE701","560","Extinction selectivity among lower taxa: gradational patterns and rarefaction error in extinction estimates","","McKinney, M. L.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","300","","PALEOBIOLOGY -CHICAGO 21(3), 300. (1995)","6345.280000"
"(Uk)EN030867841","article","text","0094-8373","","QE701","560","Observed phenotypic variation in a Paleozoic bryozoan","","Hageman, S. J.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","314","","PALEOBIOLOGY -CHICAGO 21(3), 314. (1995)","6345.280000"
"(Uk)EN030867853","article","text","0094-8373","","QE701","560","Fractal geometry of ammonoid sutures","","Boyajian, G. E. ; Lutz, T. M.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","329","","PALEOBIOLOGY -CHICAGO 21(3), 329. (1995)","6345.280000"
"(Uk)EN030867865","article","text","0094-8373","","QE701","560","The ammonoid suture problem: relationships between shell and septum thickness and suture complexity in Paleozoic ammonoids","","Saunders, W. B.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","343","","PALEOBIOLOGY -CHICAGO 21(3), 343. (1995)","6345.280000"
"(Uk)EN030867877","article","text","0094-8373","","QE701","560","Functional significance of regular archaeocyathan central cavity diameter: a biomechanical and paleoecological test","","Savarese, M.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","356","","PALEOBIOLOGY -CHICAGO 21(3), 356. (1995)","6345.280000"
"(Uk)EN030867889","article","text","0094-8373","","QE701","560","Internal reconstruction of elephantid molars: applications for functional anatomy and systematics","","Froehlich, D. J. ; Kalb, J. E.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","379","","PALEOBIOLOGY -CHICAGO 21(3), 379. (1995)","6345.280000"
"(Uk)EN030867890","article","text","0094-8373","","QE701","560","Ediacaran lichens: a critique","","Waggoner, B. M.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","393","","PALEOBIOLOGY -CHICAGO 21(3), 393. (1995)","6345.280000"
"(Uk)EN030867907","article commentary","text","0094-8373","","QE701","560","Ediacaran lichens: reply","","Retallack, G. J.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","3","","","","398","","PALEOBIOLOGY -CHICAGO 21(3), 398. (1995)","6345.280000"
"(Uk)EN031517710","article","text","0031-0182","","QE500","560.45","Palaeoenvironments of the dinosaur-bearing Larneta Beds (Maastrichtian), Narmada Valey, Central India","","Andrews, J. E. ; Dennis, P. F. ; Sood, A. ; Tandon, S. K.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","3/4","","","","153","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(3/4), 153. (1995)","6343.450000"
"(Uk)EN031517722","article","text","0031-0182","","QE500","560.45","Paleolimonology and taphonomy of some fish deposits in 'Fossit' and 'Uinta' Lakes of the Eocene Green River Formation, Utah and Wyoming","","Ferber, C. T. ; Wells, N. A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","3/4","","","","185","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(3/4), 185. (1995)","6343.450000"
"(Uk)EN031517734","article","text","0031-0182","","QE500","560.45","Ecological stasis and saltlation: species richness change in planktic foraminefera during the late Paleocene to early Eocoene, DSDP Site 577","","Keller, G. ; Lu, G.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","3/4","","","","211","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(3/4), 211. (1995)","6343.450000"
"(Uk)EN031517746","article","text","0031-0182","","QE500","560.45","The last glacial/interglacial record of rodent remains from the Gigny karst sequence in the French Jura used for palaoclimatic and palaeocological reconstructions","","Brunet-Lecomte, P. ; Campy, M. ; Chaline, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","3/4","","","","229","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(3/4), 229. (1995)","6343.450000"
"(Uk)EN031517758","article","text","0031-0182","","QE500","560.45","Oxygen and carbon isotope trends and sedimentological evolution of a meromictic and saline lacustrine system: the Holocene Medicine Lake basin, North American Great Plains, USA","","Garces, B. L. V. ; Ito, E. ; Kelts, K.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","3/4","","","","253","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(3/4), 253. (1995)","6343.450000"
"(Uk)EN031517760","article","text","0031-0182","","QE500","560.45","Stable isotopes of lake and fluid inclusion brines, Dabusun, Lake, Qaidam Basin, western China: Hydrology and paleoclimatology in arid environments","","Krouse, H. R. ; Lowenstein, T. K. ; Spencer, R. J. ; Yang, W.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","117","3/4","","","","279","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 117(3/4), 279. (1995)","6343.450000"
"(Uk)EN032350495","article","text","0031-0182","","QE500","560.45","Three Late Quaternary pollen diagrams from Southern Patagonia and their palaeoecological implications","","Heusser, C. J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","1/2","","","","1","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(1/2), 1. (1995)","6343.450000"
"(Uk)EN032350501","article","text","0031-0182","","QE500","560.45","The late Quaternary environmental history of Batorliget, N.E. Hungary","","Braun, M. ; Hungary, N. E. ; Suemegi, P. ; Willis, K. J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","1/2","","","","25","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(1/2), 25. (1995)","6343.450000"
"(Uk)EN032350513","article","text","0031-0182","","QE500","560.45","Amount of subsidence during a late Holocene earthquake - evidence from fossil tidal marsh foraminifera at Vancouver Island, west coast of Canada","","Clague, J. J. ; Guilbault, J.-P. ; Lapointe, M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","1/2","","","","49","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(1/2), 49. (1995)","6343.450000"
"(Uk)EN032350525","article","text","0031-0182","","QE500","560.45","Thermoluminescence ages of loess and associated sediments in central Nebraska, USA","","Pye, K. ; Winspear, N. R. ; Zhou, L. P.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","1/2","","","","73","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(1/2), 73. (1995)","6343.450000"
